#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
239,128,32,4,3,32,64,0.0,0.0001,0.0001,28.676470588235293,34.61538461538461,61.111111111111114,63.63636363636363,0.1955211024978466,0.33842239185750633,0.564625850340136,0.42424242424242425,0.32385874246339363,0.35962680237489403,0.6530612244897959,0.6363636363636364,"[131, 49, 33, 21]"
131,128,32,4,3,128,64,0.1,1e-05,0.0001,34.92647058823529,47.89473684210526,42.857142857142854,41.02564102564102,0.19552110249784665,0.4619341563786008,0.4227642276422764,0.35526315789473684,0.3919896640826874,0.49691358024691357,0.45121951219512196,0.42105263157894735,"[162, 82, 38, 16]"
137,64,128,2,3,64,32,0.0,1e-05,0.0001,29.77941176470588,31.48148148148148,52.94117647058824,55.55555555555556,0.19724375538329025,0.26225490196078427,0.5212765957446809,0.48148148148148145,0.33006029285099053,0.3353758169934641,0.5638297872340425,0.5555555555555556,"[136, 47, 27, 15]"
58,128,32,2,4,64,64,0.2,0.0001,0.001,29.411764705882355,26.875,53.48837209302325,56.52173913043478,0.19724375538329025,0.2606516290726817,0.5625,0.41304347826086957,0.3229974160206718,0.2865497076023392,0.5625,0.5652173913043478,"[133, 40, 23, 13]"
89,64,128,3,4,64,32,0.1,0.0001,0.001,30.88235294117647,41.07142857142857,53.62318840579711,70.27027027027027,0.19724375538329034,0.3532863849765258,0.6045197740112995,0.5945945945945946,0.35012919896640826,0.40179968701095464,0.6073446327683615,0.7027027027027027,"[142, 59, 37, 26]"
265,128,32,3,3,32,128,0.2,0.0001,0.0001,33.455882352941174,51.64835164835166,71.27659574468085,71.64179104477611,0.19724375538329036,0.4858156028368794,0.7543859649122807,0.6420765027322404,0.33996554694229114,0.5145784081954294,0.7587719298245613,0.7513661202185793,"[141, 76, 61, 47]"
144,128,32,3,4,128,32,0.2,0.0001,0.001,29.59558823529412,36.024844720496894,62.06896551724138,61.111111111111114,0.19810508182601202,0.3170426065162907,0.5833333333333333,0.5571428571428572,0.326442721791559,0.373015873015873,0.6538461538461539,0.6285714285714286,"[133, 52, 35, 22]"
163,128,32,4,3,64,128,0.1,0.0001,0.0001,35.845588235294116,46.15384615384615,53.333333333333336,66.66666666666666,0.19896640826873388,0.4183908045977011,0.6161616161616161,0.5681818181818182,0.3552253804191789,0.4378352490421456,0.6033189033189034,0.678030303030303,"[145, 66, 44, 31]"
334,64,64,3,4,32,64,0.1,0.0001,0.0001,29.22794117647059,34.59119496855346,56.36363636363636,48.38709677419355,0.1998277347114556,0.3014705882352941,0.5333333333333333,0.4032258064516129,0.33031869078380705,0.3574346405228758,0.61,0.4838709677419355,"[136, 50, 31, 15]"
252,32,128,4,4,64,32,0.1,0.0001,0.0001,30.698529411764707,14.97005988023952,72.0,44.44444444444444,0.20241171403962094,0.15,0.7291666666666666,0.4444444444444444,0.3445305770887166,0.16428571428571428,0.7291666666666666,0.4444444444444444,"[140, 24, 18, 8]"
148,64,32,3,2,64,32,0.0,1e-05,0.0001,29.044117647058826,45.56962025316456,52.77777777777778,50.0,0.20284237726098187,0.451338199513382,0.47794117647058826,0.39473684210526316,0.33204134366925064,0.48256285482562855,0.5514705882352942,0.5,"[137, 68, 38, 19]"
211,128,32,4,4,32,128,0.2,1e-05,0.0001,29.59558823529412,44.099378881987576,56.33802816901409,65.0,0.20327304048234285,0.4201388888888889,0.6084656084656084,0.4625,0.3475452196382429,0.4270833333333333,0.6084656084656085,0.65,"[144, 63, 40, 26]"
147,128,32,3,2,128,32,0.0,0.0001,0.0001,34.74264705882353,34.39153439153439,32.30769230769231,47.61904761904761,0.2041343669250646,0.3312236286919831,0.34463276836158196,0.40476190476190477,0.3818690783807063,0.36146272855133615,0.3474576271186441,0.47619047619047616,"[158, 59, 21, 10]"
113,32,64,4,4,64,32,0.2,0.0001,0.001,31.066176470588236,27.218934911242602,56.52173913043478,76.92307692307693,0.2041343669250647,0.2687793427230047,0.6071428571428571,0.4807692307692308,0.3488372093023256,0.2789514866979656,0.6071428571428571,0.7692307692307693,"[142, 42, 26, 20]"
193,32,128,2,3,32,128,0.2,1e-05,0.0001,40.44117647058824,49.54545454545455,64.22018348623854,67.14285714285714,0.20499569336778622,0.48324022346368717,0.674074074074074,0.65625,0.43135228251507324,0.4886716325263812,0.6675925925925926,0.7057291666666667,"[179, 90, 64, 47]"
60,32,128,2,4,32,32,0.0,0.0001,0.001,30.698529411764707,45.50898203592814,48.68421052631579,51.35135135135135,0.20499569336778642,0.36835748792270523,0.5384615384615384,0.36486486486486486,0.33781223083548667,0.4541062801932367,0.5615384615384615,0.5135135135135135,"[138, 65, 37, 19]"
86,64,128,2,3,128,32,0.2,0.0001,0.001,33.63970588235294,54.09836065573771,71.71717171717171,49.29577464788733,0.20499569336778642,0.5076252723311546,0.7309236947791166,0.44776119402985076,0.3747631352282515,0.5297748729121278,0.7811244979919678,0.5049751243781095,"[153, 83, 67, 35]"
68,64,64,3,4,64,32,0.2,1e-05,0.001,30.14705882352941,44.51219512195122,61.64383561643836,60.0,0.20585701981050802,0.32125603864734303,0.6538461538461539,0.5813953488372093,0.3380706287683031,0.45732689210950084,0.6307692307692307,0.6162790697674418,"[138, 65, 43, 27]"
191,64,32,2,4,32,128,0.0,1e-05,0.0001,33.63970588235294,43.169398907103826,73.41772151898735,62.06896551724138,0.2067183462532297,0.42640692640692646,0.7083333333333334,0.5789473684210527,0.3744186046511628,0.45202020202020204,0.7685185185185185,0.6228070175438597,"[154, 72, 57, 36]"
222,32,128,4,4,32,128,0.2,1e-05,0.0001,39.88970588235294,63.133640552995395,61.31386861313869,58.333333333333336,0.20671834625322996,0.5901960784313726,0.6698412698412698,0.5981735159817352,0.40397645707723223,0.5986111111111111,0.6478004535147392,0.6141552511415526,"[170, 105, 73, 48]"
207,64,32,3,4,64,64,0.2,1e-05,0.0001,28.676470588235293,39.1025641025641,49.18032786885246,40.0,0.20671834625323005,0.3068181818181819,0.4824561403508772,0.3333333333333333,0.3247200689061154,0.42129629629629634,0.5175438596491229,0.4,"[132, 57, 30, 12]"
56,32,128,4,3,64,32,0.2,1e-05,0.001,32.904411764705884,55.3072625698324,67.67676767676768,74.6268656716418,0.20671834625323007,0.5186403508771931,0.6845238095238094,0.582010582010582,0.37123169681309215,0.5347222222222222,0.7193877551020409,0.7486772486772487,"[152, 84, 63, 48]"
180,64,64,4,4,64,128,0.1,0.0001,0.0001,29.044117647058826,40.50632911392405,68.75,68.18181818181817,0.20930232558139536,0.33717948717948715,0.7005649717514123,0.5697674418604651,0.3218776916451335,0.4354700854700855,0.7203389830508474,0.6976744186046512,"[130, 59, 43, 30]"
62,32,64,2,4,64,32,0.1,1e-05,0.001,31.985294117647058,36.206896551724135,52.38095238095239,51.515151515151516,0.21016365202411705,0.33678160919540234,0.5297619047619048,0.390625,0.35658914728682173,0.36628352490421456,0.550595238095238,0.515625,"[145, 56, 32, 17]"
135,128,32,4,3,128,32,0.1,0.0001,0.001,35.845588235294116,42.56410256410256,60.24096385542169,66.0,0.21016365202411705,0.39247311827956993,0.6432291666666667,0.5253623188405797,0.3789405684754522,0.392831541218638,0.65078125,0.6702898550724637,"[155, 64, 46, 32]"
207,32,128,2,4,32,32,0.0,0.0001,0.0001,23.713235294117645,30.23255813953488,41.02564102564102,43.75,0.21016365202411713,0.23768115942028983,0.44285714285714284,0.26041666666666663,0.28122308354866493,0.2956521739130435,0.45714285714285713,0.4375,"[115, 35, 16, 7]"
142,64,128,3,2,32,32,0.0,1e-05,0.0001,31.066176470588236,43.786982248520715,47.2972972972973,51.42857142857142,0.21102497846683893,0.4155405405405405,0.47435897435897434,0.3382352941176471,0.34909560723514216,0.43243243243243246,0.5,0.5294117647058824,"[148, 65, 34, 18]"
299,32,128,2,3,32,32,0.0,0.0001,0.0001,28.49264705882353,41.29032258064516,51.5625,54.54545454545454,0.21188630490956056,0.2907268170426066,0.5524691358024691,0.53125,0.3260120585701981,0.3959899749373434,0.5709876543209876,0.546875,"[133, 54, 32, 18]"
235,32,64,2,2,32,64,0.0,0.0001,0.0001,31.985294117647058,57.47126436781609,69.0,60.86956521739131,0.2127476313522825,0.5259009009009009,0.7480158730158729,0.4875621890547264,0.3517226528854436,0.554054054054054,0.748015873015873,0.6194029850746269,"[148, 84, 67, 42]"
208,64,128,3,2,64,64,0.2,0.0001,0.0001,33.82352941176471,55.434782608695656,59.80392156862745,67.21311475409836,0.21360895779500438,0.5375275938189845,0.6091954022988506,0.4971751412429378,0.3615848406546081,0.5500367917586461,0.6609195402298851,0.6864406779661016,"[151, 87, 59, 41]"
85,128,128,2,4,128,64,0.2,0.0001,0.001,29.59558823529412,42.2360248447205,52.94117647058824,55.55555555555556,0.21619293712316967,0.34825870646766166,0.5114942528735632,0.42857142857142855,0.32868217054263565,0.41459369817578773,0.5672413793103448,0.5571428571428572,"[134, 58, 35, 20]"
